"year";"title";"score";"abstract";"Director";"cast";"genres";"link"
2024;"Dìdi (弟弟)";4;"In 2008, during the last month of summer before high school begins, an impressionable 13-year-old Taiwanese American boy learns what his family can’t teach him: how to skate, how to flirt, and how to love your mom.";"Sean Wang";"Izaac Wang; Joan Chen; Shirley Chen; Chang Li Hua; Mahaela Park; Raul Dial; Aaron Chang; Chiron Cillia Denk; Sunil Mukherjee Maurillo; Montay Boseman; Alysha Syed; Alaysia Simmons; Tarnvir Kamboj; Shiu Fang Wang; Jayden Chiang; Joziah Lagonoy; Joshua Hankerson; Georgie August; Kade Hunter; Jerri Bowen; David Leal; Mackenzie Peters; Da Marcus Da'Man Shigon Gray; Cameron Foxly; Emma Foxly; Spike Jonze; Sheng Wang; Stephanie Hsu";"Comedy; Drama";"https://letterboxd.com/film/didi-2024/"
2023;"La Chimera";4,08;"Just out of jail, rumpled English archaeologist Arthur reconnects with his wayward crew of tombaroli accomplices – a happy-go-lucky collective of itinerant grave-robbers who survive by looting Etruscan tombs and fencing the ancient treasures they dig up.";"Alice Rohrwacher";"Josh O'Connor; Carol Duarte; Alba Rohrwacher; Isabella Rossellini; Vincenzo Nemolato; Lou Roy-Lecollinet; Giuliano Mantovani; Gian Piero Capretto; Melchiorre Pala; Ramona Fiorini; Luca Gargiullo; Yle Vianello; Barbara Chiesa; Elisabetta Perotto; Chiara Pazzaglia; Francesca Carrain; Luciano Vergaro; Carlo Tarmati; Valentino Santagati; Piero Crucitti; Milutin Dapčević; Luke Chikovani; Julia Vella; Agnese Graziani; Alessandro Genovesi; Cristiano Piazzati; Sofia Stangherlin; Marianna Pantani; Maria Alexandra Lungu; Paolo Bizzarri; Claudio Fabbri; Monaldo Gazzella; Sofija Zobina; Silvia Lucarini; Pancrazio Capretto; Elisabetta Anella; Maddalena Baiocco; Leila Nuniz; Giulia Caccavello; Franco Barzi; Fabrizio Pierini; Andrea Pettirossi; Maria Pia Clementi; Anna DeLuca; Adriano Tardiolo";"Drama; Comedy; Fantasy";"https://letterboxd.com/film/la-chimera/"
2025;"One of Them Days";3,44;"Best friends and roommates Dreux and Alyssa are about to have One of Them Days. When they discover Alyssa’s boyfriend has blown their rent money, the duo finds themselves going to extremes in a comical race against the clock to avoid eviction and keep their friendship intact.";"Lawrence Lamont";"Keke Palmer; SZA; Joshua David Neal; Aziza Scott; Patrick Cage; Katt Williams; Maude Apatow; Vanessa Bell Calloway; Gabrielle Dennis; Janelle James; Amin Joseph; Lil Rel Howery; Keyla Monterroso Mejia; Rizi Timane; Dewayne Perkins; Dominique Perry; Dustin Ybarra; Ray Santiago; Galen J. Williams; Taylor Shurte; AJ Troup; Nefetari Spencer; Morgan Peter Brown; Iris Liu; Ariel Flores; Tony Baker; Jamason Coles; Rivkah Reyes; Lavelle Roby; Sharon Palmer; Davy J. Marr; Desi Banks; Alexis Raye Johnson-Fowlkes; Farah Snipes; Gregory Phillips; Adelina Saldana";"Comedy";"https://letterboxd.com/film/one-of-them-days/"
2025;"Novocaine";3,11;"When the girl of his dreams is kidnapped, everyman Nate turns his inability to feel pain into an unexpected strength in his fight to get her back.";"Dan Berk";"Jack Quaid; Amber Midthunder; Ray Nicholson; Jacob Batalon; Betty Gabriel; Matt Walsh; Conrad Kemp; Evan Hengst; Craig Jackson; Lou Beatty Jr.; Garth Collins; Jessica Stanley; Chioma Antoinette Umeala; Margot Wood; Dylan Skews; Keeno Lee Hector; Maria Vos; Dominique Maher; DeVille Vannik; Lance Elliot; Motsi Tekateka; Toni Jean Erasmus; Steve Larter; Sage Van Niekerk; Drew Simon";"Action; Comedy; Thriller";"https://letterboxd.com/film/novocaine-2025/"
2022;"RRR";4,2;"A fictional history of two legendary revolutionaries’ journey away from home before they began fighting for their country in the 1920s.";"S. S. Rajamouli";"N.T. Rama Rao Jr.; Ram Charan; Olivia Morris; Ray Stevenson; Alison Doody; Ajay Devgn; Alia Bhatt; Samuthirakani; Twinkle Sharma; Shriya Saran; Chatrapathi Sekhar; Makrand Deshpande; Rahul Ramakrishna; Varun Buddhadev; Edward Sonnenblick; Ahmareen Anjum; Rajiv Kanakala; Spandan Chaturvedi; Chakri; Mark Bennington; R. Bhakti Klein; Alexx O'Nell; Gaurav Pareek; Kirron Arya; Akash Boro; Eduard Buhac; Oleh Karpenko; Ivan Kostadinov; Jason Yeboa; Vedala Hemachandra; S. S. Rajamouli";"Adventure; Action; Drama";"https://letterboxd.com/film/rrr/"
2022;"The Gray Man";2,79;"When a shadowy CIA agent uncovers damning agency secrets, he’s hunted across the globe by a sociopathic rogue operative who’s put a bounty on his head.";"Joe Russo";"Ryan Gosling; Chris Evans; Ana de Armas; Billy Bob Thornton; Jessica Henwick; Dhanush; Alfre Woodard; Regé-Jean Page; Wagner Moura; Julia Butters; Shea Whigham; Deobia Oparei; Robert Kazinsky; Daz Crawford; Callan Mulvey; Charlit Dae; Cameron Crovetti; Chris Castaldi; Jeremy Tichy; Marián Mitaš; Petr Semerád; Dana Aliya Levinson; Nadiv Molcho; Jimmy Jean-Louis; Adam Bartlett; Eme Ikwuakor; Patrick Newall; Anthony J. Vorhies; Quinn R. Somasavachai; Siri Schwartzberg; Faye Nightingale; Alexandr Minajev; Karen Jin Beck; Angela Russo-Otstot; Kate Blumberg; Becky Wu; Maria Darkina; Justin Walker White; Kaipo Schwab; Emanuel Felix; Kendall Wells; Michael Anthony Rogers; Joe Daru; Oleg Kim; Irina Aylyarova; Martin Harris; Karel Heřmánek; Michelle Twarowska; Michel Carliez; Grace Russo; Lia Mariella Russo; Camille Marquez; Brent McGee; Belén Cusi; Faouzi Brahimi; Paul Abell; Andy Watts; Steffen Aaron Dziczek; Ian Stone; R. Ben Parker; Swen Gillberg; William Barkley; Štěpán Radina; Joe Russo; Isaac Stephen Montgomery; Matthew Bellows; Marc Forget; Boone Platt; Gee Alexander; Dennis Kunkel; Steven Sievert; Gordon Tarpley; Steffen Oziczek; Kat Leroy";"Thriller; Action";"https://letterboxd.com/film/the-gray-man-2022/"
2022;"A Man Called Otto";3,63;"When a lively young family moves in next door, grumpy widower Otto Anderson meets his match in a quick-witted, pregnant woman named Marisol, leading to an unlikely friendship that turns his world upside down.";"Marc Forster";"Tom Hanks; Mariana Treviño; Cameron Britton; Mack Bayda; Manuel Garcia-Rulfo; Juanita Jennings; Peter Lawson Jones; Truman Hanks; Rachel Keller; John Higgins; Tony Bingham; Lily Kozub; Max Pavel; Kailey Hyman; Peter Sipla; Patrick Stanny; Dominick Marrone; Allyson R. Hood; Kristy Nolen; Carl Clemons; Connor McCanlus; Cindy Jackson; Christiana Montoya; Alessandra Perez; Bodhi Wilson; Ira Amyx; Greg Allan Martin; Jon Osbeck; Elle Chapman; Bryant Carroll; Mike Birbiglia; Julian Manjerico; Jon Donahue; Aaron Marcus; Jeff Hochendoner; Vance Tinsley; Clay Davis; Jared Frenke; James Peyton; Josephine Valentina Clark; Josefine Lindegaard; Kathleen Regan; Micah Southwood; Hunter Southwood; Spenser Granese; Emonie Ellison; Lavel Schley; Kelly Lamor Wilson; David Magee; William Paul Clark; Rachel Layne; Mark Philip Stevenson; Joe Fishel; Stephanie Swift";"Drama; Comedy";"https://letterboxd.com/film/a-man-called-otto/"
2023;"Saw X";3,24;"Between the events of ‘Saw’ and ‘Saw II’, a sick and desperate John Kramer travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer, only to discover the entire operation is a scam to defraud the most vulnerable. Armed with a newfound purpose, the infamous serial killer returns to his work, turning the tables on the con artists in his signature visceral way through devious, deranged, and ingenious traps.";"Kevin Greutert";"Tobin Bell; Shawnee Smith; Synnøve Macody Lund; Steven Brand; Renata Vaca; Joshua Okamoto; Octavio Hinojosa Martínez; Paulette Hernández; Jorge Briseño; Michael Beach; Costas Mandylor; Isan Beomhyun Lee; David Alfano; Katie Barberi; Lucía Gómez-Robledo; Donagh Gordon; Sebastián Torres; Cristo Ruiz; Baltimore Beltrán; Kerry Ardra; Natasha Goss; Craig Hurley; James Burg; Bailey Guidry; Noah Pierre";"; ";"https://letterboxd.com/film/saw-x/"
2025;"Caught Stealing";3,49;"Burned-out ex-baseball player Hank Thompson unexpectedly finds himself embroiled in a dangerous struggle for survival amidst the criminal underbelly of 1990s New York City, forced to navigate a treacherous underworld he never imagined.";"Darren Aronofsky";"Austin Butler; Regina King; Zoë Kravitz; Matt Smith; Liev Schreiber; Vincent D'Onofrio; Griffin Dunne; Nikita Kukushkin; Yuri Kolokolnikov; Bad Bunny; George Abud; Will Brill; D'Pharaoh Woon-A-Tai; Action Bronson; Dominique Silver; Shaun O'Hagan; Jake Bentley Young; Kitty Lawrence; Mike Francesa; Chris 'Mad Dog' Russo; Oleg Prudius; Gregg Bello; Eddie De Harp; Macy Rodman; Nu Ka Ki; Renee Asofsky; Henry Wong; Lee Harris; Judy de Angelis; Matt Gauland; Dave Weisz; Stanley B. Herman; Carol Kane; Arishel Ramirez; Janelle McDermoth; Tenoch Huerta Mejía; Tonic; Laura Dern; McKinzie J. Scott";"Thriller; Crime; Comedy";"https://letterboxd.com/film/caught-stealing/"
2024;"A Different Man";3,8;"Aspiring actor Edward undergoes a radical medical procedure to drastically transform his appearance. But his new dream face quickly turns into a nightmare, as he loses out on the role he was born to play and becomes obsessed with reclaiming what was lost.";"Aaron Schimberg";"Sebastian Stan; Renate Reinsve; Adam Pearson; Miles G. Jackson; Patrick Wang; Neal Davidson; Jed Rapfogel; Marc Geller; James Foster, Jr.; JJ McGlone; Sergio Delavicci; Lawrence Arancio; Billy Griffith; John Klacsmann; Cosmo Bjorkenheim; John Keating; C. Mason Wells; Corey Taylor; Danielle Burgos; Sammy Mena; Jon Dieringer; Malachi Weir; David Joseph Regelmann; Nina White; Dena Winter; Peter D. Straus; Cameron Steinfeld; Marley Ficalora; Cornelius Horgan; Doug Barron; Stephee Bonifacio; Allan Anthony Smith; Trenton Hudson; Sean Berman; Annelise Ogaard; Juney Smith; Lucy Kaminsky; Owen Kline; Jarvis Tomdio; Ethan Lusk; Karoline; Liana Runcie; Bruce Kitzmeyer; Martin Ewens; Caroline Golum; Eleanore Pienta; Hanna Edizel; Charlie Korsmo; Michael Shannon; Christopher Spurrier; Katie Takahashi; Vanessa McDonnell; Rory McGuire; Alison Midstokke; John Hewson; Chrissie Riedhofer; Mikaela Moody; Emma Easton; Aaron Schimberg";"Comedy; Drama";"https://letterboxd.com/film/a-different-man/"
2022;"Black Adam";2,24;"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.";"Jaume Collet-Serra";"Dwayne Johnson; Aldis Hodge; Noah Centineo; Sarah Shahi; Quintessa Swindell; Marwan Kenzari; Mo Amer; Bodhi Sabongui; Pierce Brosnan; James Cusati-Moyer; Jalon Christian; Benjamin Patterson; Odelya Halevi; Uli Latukefu; Jennifer Holland; Henry Winkler; Chaim Jeraffi; Sharon Gee; Stephan Jones; A. Manuel Miranda; Djimon Hounsou; Raj Kala; E. Lloyd Napier; Kiara Rashawn; Onye Eme-Akwari; Sanna Erica; Vince Canlas; Tonea Stewart; Meghna Nagarajan; Patrick Sabongui; Alex Parkinson; Joseph Gatt; Kamen Casey; Dennis Dawson; Mike Senior; Jermaine Rivers; Regina Ting Chen; Sekou Laidlow; Cameron Moir; Donny Carrington; Boone Platt; Philip Fornah; Derek Russo; Angel Rosario Jr.; Tang Nguyen; Christopher Matthew Cook; Natasha Ellie; Daniel Danca; Yssa Mei Panganiban; Ben Jenkin; Viola Davis; Henry Cavill; Natalie Burn; Maurice T. Johnson; Tre Ryan; Vanessa Vega Rivera";"Science Fiction; Adventure; Action";"https://letterboxd.com/film/black-adam/"
2022;"Suzume";3,82;"Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.";"Makoto Shinkai";"Nanoka Hara; Hokuto Matsumura; Eri Fukatsu; Shota Sometani; Sairi Ito; Kotone Hanase; Kana Hanazawa; Matsumoto Hakuō II; Ryunosuke Kamiki; Ann Yamane; Akari Miura; Yoji Ueda; Aimi; Yuu Ayase; Akihiro Tajima; Ryoko Nagata; Shinnosuke Imazu; Kyo Yaoya; Hinano Harumi; Nanae Sumitomo; Saori Seto; Yuri Kimura; Tamae Watanabe; Tomomichi Nishimura; Yoshino Aoyama; Kaho Uesugi; Kaito Ogawa; Madoka Kayama; Shinjirou Gouda; Riku Sasakura; Yuki Sorami; Ayumi Tsuji; Genta Nakamura; Manatsu Hada; Katsumi Fukuhara; Asuka Maesako; Riko Murozono; Takuya Yokota; Yukina Shuto";"Fantasy; Animation; Adventure; Drama";"https://letterboxd.com/film/suzume/"
2021;"Judas and the Black Messiah";4,04;"Bill O’Neal infiltrates the Black Panthers on the orders of FBI Agent Mitchell and J. Edgar Hoover. As Black Panther Chairman Fred Hampton ascends—falling for a fellow revolutionary en route—a battle wages for O’Neal’s soul.";"Shaka King";"Daniel Kaluuya; LaKeith Stanfield; Jesse Plemons; Dominique Fishback; Ashton Sanders; Algee Smith; Darrell Britt-Gibson; Lil Rel Howery; Dominique Thorne; Martin Sheen; Amari Cheatom; Khris Davis; Ian Duff; Caleb Eberhardt; Robert Longstreet; Amber Chardae Robinson; Ikechukwu Ufomadu; James Udom; Nick Fink; Mell Bowser; Alysia Joy Powell; Nicholas Velez; AJ Carr; Tommy Lafitte; Terayle Hill; China Shavers; Crystal Lee Brown; Graham Lutes; Jonathan Scialabba; Adam Ratcliffe; RayJonaldy Rodriguez; Tyra Joy Smith; Deonte Stubbs; Cliff Weissman; Tone Tank; James Bruner; Winston Haynes; Raymond Seay; Latjuan Wells; Michael Harrity; Will F. Moore; Ken Bolden; Maggie Callahan; Michael Buonomo; Aaron Kleiber; Brian 'Wolfman Black' Bowman; Cooper Bucha; Robert Forte Shannon III; The Lady of Rage; Jermaine Fowler; Chris Hahn; Linda D Gaines; Brian Andrus";"Drama; History";"https://letterboxd.com/film/judas-and-the-black-messiah/"
2020;"Dinner in America";3,95;"An on-the-lam punk rocker and a young woman obsessed with a local band go on an unexpected and epic journey together through the decaying suburbs of the American Midwest.";"Adam Rehmeier";"Kyle Gallner; Emily Skeggs; Pat Healy; Griffin Gluck; Lea Thompson; Mary Lynn Rajskub; Ryan Malgarini; Nick Chinlund; Kristin Condon; Shelby Alayne Antel; Sophie Bolen; Gary Brunner; Fiona Colson; Lena Drake; Gregg Gilmore; Nico Greetham; Sidi Henderson; Lukas Jacob; Maxfield Lund; Quest M.C.O.D.Y.; Hannah Marks; Marvwon; Jennifer McMahan; Charlie Newhart; Jennifer Prediger; Sean Rogers; Brittany Sheets; Sam Ulrich; Ricky Wayne; David Yow; Mary Anderson; Brian Andrus; Alaya Woods; Nevaeh Ashanti; Ryan Bean; Julia Qashat; Derek Brian Demkowicz; Rema Fazal; Yancey Fuqua; Robert Laenen; Dan Pesta; Ryan Stonewall; Darren Washington; Katherine Waddell; Kimberly Cruchon Brooks";"Comedy; Romance; Music";"https://letterboxd.com/film/dinner-in-america/"
2022;"Where the Crawdads Sing";3,3;"Abandoned by her family, Kya raises herself all alone in the marshes outside of her small town. When her former boyfriend is found dead, Kya is instantly branded by the local townspeople and law enforcement as the prime suspect for his murder.";"Olivia Newman";"Daisy Edgar-Jones; Taylor John Smith; Harris Dickinson; David Strathairn; Michael Hyatt; Sterling Macer Jr.; Logan Macrae; Bill Kelly; Ahna O'Reilly; Garret Dillahunt; Jojo Regina; Luke David Blumm; Blue Clarke; Will Bundon; Jayson Warner Smith; Dane Rhodes; Eric Ladin; Robert Larriviere; Ron Flagge; Joe Chrest; Sharon Landry; Jerri Tubbs; Michael A. Newcomer; William Gautreaux; Taylor Shurte; Grace Hinson; Charlie Talbert; Charley Vance; Don Stallings; Wyatt Parker; Payne Bosarge; Lillian Dorsett; Zoey Reid; Patrick Nicks; Adeleine Whittle; Emma Kathryn Coleman; Toby Nichols; Sarah Durn; Caroline Cole; Anna Kabis; Billy Slaughter; Mike Harkins; Brad Blanchard; Leslie France; Sam Anderson; Kevin Clabert; Pete Marinovich; Suzette Lange";"Mystery; Drama; Romance";"https://letterboxd.com/film/where-the-crawdads-sing/"
2024;"Terrifier 3";2,85;"";"Damien Leone";"Lauren LaVera; David Howard Thornton; Samantha Scaffidi; Elliott Fullam; Margaret Anne Florence; Bryce Johnson; Alexa Blair Robertson; Antonella Rose; Mason Mecartea; Krsy Fox; Luciana VanDette; Clint Howard; Bradley Stryker; Daniel Roebuck; Chris Irvine; Tom Savini; Jason Patric; Alex Ross; Kailey Hyman; Kellen Raffaelo; Jon Abrahams; Michael Genet; Luciana Elisa Quiñonez; Lisamarie Falcone; Stephen Cofield Jr.; Joe Falcone; Peter Mitchell; Marie Maser; Michel Vidal; Juliana Lamia; Sienna Hubert-Ross; Charlotte McKee; Chip Carriere; Andrew Hollinger; Robert Catalano; Lauren Sowa; Nariyah Simpson; Banks Quinney; Evelyn Lee; Israel Acevedo; Samantha Schwartz; Jennifer C. Johnson; Katie Curri; Preston Christopher Lawrence; Tom White; Ryan Usui; Annie Lederman; Michael Loverde; Ilia Krisulas; Dominick Muschello; Beethovan Oden; Phil Falcone; John Sanders; Jen Ayer Drake; Corinne Kelly; Peter Gray Lewis; Christian Stavrakis";"Horror; Thriller";"https://letterboxd.com/film/terrifier-3/"
2024;"Cuckoo";2,88;"After reluctantly moving to the German Alps with her father and his new family, Gretchen discovers that their new town hides sinister secrets, as she’s plagued by strange noises and frightening visions of a woman pursuing her.";"Tilman Singer";"Hunter Schafer; Jan Bluthardt; Marton Csokas; Jessica Henwick; Dan Stevens; Mila Lieu; Greta Fernández; Proschat Madani; Astrid Bergès-Frisbey; Konrad Singer; Kalin Morrow; Johannes Benecke; Matthea Pedersen; Veronika Bachfischer; Joshua Hupfauer; Philipp Arnold; Conny Brandt; Laura Pröll; Christoph Cordes; Massimiliano Monticciollo; Jennifer Buschmann; Jana Bange; Victor Peterszegi; Elisa Kühnl; Roman Ewert; Lesley Jennifer Higl";"Horror; Mystery; Thriller";"https://letterboxd.com/film/cuckoo-2024/"
2024;"My Old Ass";3,53;"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s “old ass” starts handing out warnings about what her younger self should and shouldn’t do, Elliott realizes she has to rethink everything about family, love, and what’s becoming a transformative summer.";"Megan Park";"Maisy Stella; Aubrey Plaza; Percy Hynes White; Maddie Ziegler; Kerrice Brooks; Maria Dizzia; Alain Goulem; Seth Isaac Johnson; Carter Trozzolo; Alexandria Rivera";"Comedy; Drama";"https://letterboxd.com/film/my-old-ass/"
2025;"Black Bag";3,44;"When intelligence agent Kathryn Woodhouse is suspected of betraying the nation, her husband – also a legendary agent – faces the ultimate test of whether to be loyal to his marriage, or his country.";"Steven Soderbergh";"Cate Blanchett; Michael Fassbender; Tom Burke; Marisa Abela; Regé-Jean Page; Naomie Harris; Pierce Brosnan; Kae Alexander; Ambika Mod; Gustaf Skarsgård; Martin Bassindale; Megan Kimber; Paul Bailey; Bruce Mackinnon; Orli Shuka; Daniel Dow; Dane Juler; Reena Dusila; Alex Magliaro";"Thriller; Mystery; Drama";"https://letterboxd.com/film/black-bag-2025/"
